600, 1788
636, 2108
824, 1668
688, 1532
400, 1380
532, 1204
788, 1224
1024, 1188
1204, 1528
1168, 1804
1908, 2028
1652, 2000
2376, 1896
2700, 1796
2960, 1768
3328, 1856
3600, 1848
3852, 1616
3904, 1360
3908, 1044
3624, 872
3348, 664
2908, 528
2524, 556
2216, 632
1860, 684
1580, 816
1412, 1072
1576, 1308
1804, 1196
2032, 1104
2296, 1136
2528, 1048
2632, 1324
2864, 1480
3056, 1328
3444, 1556
3548, 1396
